original_varname,acc_varname,groupid
HdV 126 Gaeumannomyces,HdV 126 Gaeumannomyces,FUNG
HdV 126 Gaeumannomyces sp.,HdV 126 Gaeumannomyces sp.,FUNG
HdV 128,HdV 128,INUN
HdV 128A,HdV 128A,INUN
HdV 128B,HdV 128B,INUN
HdV 130 G,HdV 130 G,INUN
HdV 130 Spirogyra smooth,HdV 130 Spirogyra smooth,ALGA
HdV 142,HdV 142,INUN
HdV 146 Gloeotrichia,HdV 146 Gloeotrichia,INUN
HdV 170 Rivularia,HdV 170 Rivularia,ALGA
HdV 179,HdV 179,INUN
HdV 200,HdV 200,FUNG
HdV 207 Glomus cf. fasciculatum,HdV 207 Glomus cf. fasciculatum,INUN
HdV 229,HdV 229,INUN
HdV 28,HdV 28,FUNG
HdV 30 Helicoon pluriseptatum,HdV 30 Helicoon pluriseptatum,FUNG
HdV 313D Mougeotia concave,HdV 313D Mougeotia concave,INUN
HdV 359,HdV 359,INUN
HdV 361,HdV 361,INUN
HdV 361 clumps,HdV 361 clumps,INUN
"HdV 369 ""Lemna""","HdV 369 ""Lemna""",INUN
HdV 37,HdV 37,FUNG
HdV 44 Ustulina deusta,HdV 44 Ustulina deusta,INUN
HdV 569,HdV 569,INUN
HdV 569 clumps,HdV 569 clumps,INUN
HdV 8B,HdV 8B,INUN
HdV 8B,HdV 8B,FUNG
HEDERA,Hedera,TRSH
Hedera,Hedera,LIAN
Hedera,Hedera,TRSH
Hedera helix,Hedera,LIAN
Hedera helix,Hedera,TRSH
Hedera helix type,Hedera,TRSH
Hedera-type,Hedera,LIAN
Hedera-type,Hedera,TRSH
Hederahelix,Hedera,TRSH
Hedwigia,Hedwigia,BRYO
Hedyotis,Hedyotis,HERB
Hedysarum,Hedysarum,HERB
Hedysarum cf. H. coronarium,Hedysarum,HERB
Hedysarum hedysaroides,Hedysarum,HERB
Helianthemum,Helianthemum,HERB
Helianthemum salicifolium-type,Helianthemum,HERB
Helianthemum t.,Helianthemum,HERB
Helianthemum type,Helianthemum,HERB
Helianthemum undiff.,Helianthemum,HERB
Helianthemum-type,Helianthemum,HERB
Helianthetum,Helianthemum,HERB
t.HELIANTHEMUM,Helianthemum,HERB
Helianthemum croceum type,Helianthemum croceum-type,HERB
Helianthemum croceum-type,Helianthemum croceum-type,HERB
Helianthemum nummularium group,Helianthemum nummularium-type,HERB
Helianthemum nummularium-type,Helianthemum nummularium-type,HERB
Helianthemum oelandicum-type,Helianthemum oelandicum-type,HERB
Asteraceae Helianthus type,Helianthus,HERB
Helianthus,Helianthus,HERB
Helianthus annuus type,Helianthus-type,HERB
Helianthus-type,Helianthus-type,HERB
Helicia,Helicia,TRSH
Helicoma,Helicoma,FUNG
Helicoon klein,Helicoon klein,FUNG
Helicoon pluriseptatum,Helicoon pluriseptatum,FUNG
Helicteres,Helicteres,TRSH
Heliotropium,Heliotropium,HERB
Heliotropium-type,Heliotropium,HERB
Helleborus,Helleborus,HERB
Helleborus undiff.,Helleborus,HERB
Helleborus viriolist,Helleborus,HERB
Helleborus-type,Helleborus,HERB
Helleborus foetidus,Helleborus foetidus,HERB
Helleborus niger,Helleborus niger,HERB
Helleborus viridis,Helleborus viridis-type,HERB
Helleborus viridis-type,Helleborus viridis-type,HERB
Helwingia,Helwingia,TRSH
Hemerocallis,Hemerocallis,HERB
Hemiphragma,Hemiphragma,HERB
Hepatica,Hepatica,HERB
Hepaticae,Hepaticae,BRYO
Hepaticae undiff.,Hepaticae,BRYO
Hepaticeae,Hepaticae,BRYO
"Apiaceae, Heracleum",Heracleum,HERB
Heracleum,Heracleum,HERB
Heracleum sphondylium type,Heracleum,HERB
Heracleum-type,Heracleum,HERB
Heracleum sphondyleum,Heracleum sphondylium,HERB
Heracleum sphondylium,Heracleum sphondylium,HERB
Herbs,Herbs,UPHE
Heritiera,Heritiera,TRSH
Herniaria,Herniaria,HERB
Herniaria glabra,Herniaria glabra-type,HERB
Caryophyllaceae herniaria type,Herniaria-type,HERB
Herniaria-type,Herniaria-type,HERB
Herniaria/Paronychia,Herniaria-type,HERB
Heteropanax,Heteropanax,TRSH
Hexarthra,Hexarthra,ROTI
Hibiscus,Hibiscus,TRSH
Hippophae,Hippophae rhamnoides,TRSH
Hippophae rhamn.,Hippophae rhamnoides,TRSH
Hippophae rhamnoides,Hippophae rhamnoides,TRSH
Hippophaë rhamnoides,Hippophae rhamnoides,TRSH
Hippophäe,Hippophae rhamnoides,TRSH
Hipp._v.,Hippuris vulgaris,AQUA
Hippuris,Hippuris vulgaris,AQUA
Hippuris vulgaris,Hippuris vulgaris,AQUA
Homalium,Homalium,TRSH
Homogyne,Homogyne-type,HERB
Homogyne alpina,Homogyne-type,HERB
Homonoia,Homonoia,TRSH
Hopea,Hopea,TRSH
Cerealia/Hordeum-type,Hordeum-type,HERB
Elymus,Hordeum-type,HERB
Glyceria maxima,Hordeum-type,HERB
Glyceria-type,Hordeum-type,HERB
Hordeum,Hordeum-type,HERB
Hordeum T,Hordeum-type,HERB
Hordeum group,Hordeum-type,HERB
Hordeum type,Hordeum-type,HERB
Hordeum-group,Hordeum-type,HERB
Hordeum-type,Hordeum-type,HERB
Capsella,Hornungia-type,HERB
Capsella bursa-pastoris-type,Hornungia-type,HERB
Hordeum typ,Hornungia-type,HERB
Hornungia,Hornungia-type,HERB
Hornungia type,Hornungia-type,HERB
Hornungia-type,Hornungia-type,HERB
Hot._pal.,Hottonia palustris,HERB
Hottonia,Hottonia palustris,HERB
Hottonia palustris,Hottonia palustris,AQUA
Hottonia palustris-type,Hottonia palustris,AQUA
Hottonia-type,Hottonia palustris,HERB
Humulus,Humulus lupulus,HERB
Humulus lupulus,Humulus lupulus,HERB
Humulus lupulus cf.,Humulus lupulus,HERB
Humulus lupulus type,Humulus lupulus,HERB
Humulus typ,Humulus lupulus,HERB
Cannabaceae,Humulus/Cannabis,HERB
Cannabaceae-type,Humulus/Cannabis,HERB
Cannabis t.,Humulus/Cannabis,HERB
Cannabis type,Humulus/Cannabis,HERB
Cannabis-type,Humulus/Cannabis,HERB
Cannabis/Humulus,Humulus/Cannabis,HERB
Cannabis/Humulus t.,Humulus/Cannabis,HERB
Cannabis/Humulus-type,Humulus/Cannabis,HERB
Humulus lupulus type,Humulus/Cannabis,HERB
Humulus lupulus-type,Humulus/Cannabis,HERB
Humulus lupulus/Cannabis,Humulus/Cannabis,HERB
Humulus-type,Humulus/Cannabis,HERB
Humulus/Cannabis,Humulus/Cannabis,HERB
Humulus/Cannabis-type,Humulus/Cannabis,HERB
cf. Cannabis,Humulus/Cannabis,HERB
cf. Cannabis sativa,Humulus/Cannabis,INUN
cf. Humulus,Humulus/Cannabis,INUN
cf. Humulus lupulus,Humulus/Cannabis,HERB
cf. Humulus lupulus,Humulus/Cannabis,INUN
Humulus/Cannabis sativa,Humulus/Cannabis sativa,UPHE
Hupertia,Huperzia selago,VACR
Huperzia,Huperzia selago,VACR
Huperzia appressum,Huperzia selago,VACR
Huperzia selago,Huperzia selago,VACR
Huperzia selago-type,Huperzia selago,VACR
Lyc._appressum,Huperzia selago,VACR
Lyc._selago,Huperzia selago,VACR
Lycopodium appressum,Huperzia selago,VACR
Lycopodium selago,Huperzia selago,VACR
Hyalosphenia sp.,Hyalosphenia,RHIZ
Hyalosphenia subflava,Hyalosphenia subflava,RHIZ
Hydrangea,Hydrangea,TRSH
Hyd._m.-r.,Hydrocharis morsus-ranae,AQUA
Hydrocharis,Hydrocharis morsus-ranae,AQUA
Hydrocharis morsus-ranae,Hydrocharis morsus-ranae,AQUA
Hyd-eae,Hydrocharitaceae,AQUA
Hydrocharitaceae,Hydrocharitaceae,AQUA
Hydrocotyle,Hydrocotyle,HERB
Hydrocotyle,Hydrocotyle,HERB
Hydrocotyle vulgaris,Hydrocotyle,HERB
Hydrocotyle vulgaris,Hydrocotyle,HERB
HYMENOPHYLLUM,Hymenophyllum,VACR
Hymenophyllum,Hymenophyllum,VACR
Hymenophyllum tunbrigense,Hymenophyllum tunbrigense,VACR
Hymenophyllum wilsonii,Hymenophyllum wilsonii,VACR
Hyoscyamus,Hyoscyamus,HERB
Hyoscyamus t.,Hyoscyamus-type,HERB
Hypecoum,Hypecoum,HERB
Guttiferae,Hypericum,TRSH
Guttiferae,Hypericum,HERB
Hipericum type,Hypericum,HERB
Hypericaceae,Hypericum,HERB
Hypericum,Hypericum,HERB
Hypericum type,Hypericum,HERB
Hypericum undifferentiated,Hypericum,HERB
Hypericum-type,Hypericum,HERB
Hypericum perforatum T,Hypericum perforatum-type,HERB
Hypericum perforatum type,Hypericum perforatum-type,HERB
Hypericum perforatum-type,Hypericum perforatum-type,HERB
Hypericum perforatume-type,Hypericum perforatum-type,HERB
Hypericum pulchrum-type,Hypericum perforatum-type,HERB
Hystrix,Hystrix,HERB
Icacinaceae,Icacinaceae,TRSH
Idesia,Idesia,TRSH
ILEX aquifolium,Ilex,TRSH
Ilex,Ilex,TRSH
Ilex aquifolium,Ilex,TRSH
Ilex type,Ilex,TRSH
Ilex-type,Ilex,TRSH
ilex,Ilex,TRSH
Illecebrum,Illecebrum verticillatum,HERB
Illecebrum verticillatum,Illecebrum verticillatum,HERB
Illicium,Illicium,TRSH
Impagidinium,Impagidinium,DINO
Balsaminaceae,Impatiens,HERB
Impatiens,Impatiens,HERB
Impatiens t.,Impatiens,HERB
Incarvillea,Incarvillea,HERB
Varia,Indeterminable: Unknown,INUN
Indet: broken,Indeterminable: broken,INUN
Indeterminable: broken,Indeterminable: broken,INUN
"Pollen, broken",Indeterminable: broken,INUN
Xbroken,Indeterminable: broken,INUN
broken,Indeterminable: broken,INUN
Indet: concealed,Indeterminable: concealed,INUN
Indeterminable: concealed,Indeterminable: concealed,INUN
"Pollen, concealed",Indeterminable: concealed,INUN
CORRODED POLLEN undeterminable,Indeterminable: corroded,INUN
Corroded,Indeterminable: corroded,INUN
Indeterminable: corroded,Indeterminable: corroded,INUN
"Pollen, corroded",Indeterminable: corroded,INUN
Xcorroded,Indeterminable: corroded,INUN
Indeterminable: crumpled,Indeterminable: crumpled,INUN
"Pollen, crumpled",Indeterminable: crumpled,INUN
Xcrumpled,Indeterminable: crumpled,INUN
Degraded,Indeterminable: degraded,INUN
Indeterminable: degraded,Indeterminable: degraded,INUN
"Pollen, degraded",Indeterminable: degraded,INUN
Indeterminable: deteriorated,Indeterminable: deteriorated,INUN
Indeterminable: hidden,Indeterminable: hidden,INUN
Xhidden,Indeterminable: hidden,INUN
Granuli nd,Indeterminable: undiff.,INUN
Indeterminable: undiff.,Indeterminable: undiff.,INUN
Pollen indeterminata,Indeterminable: undiff.,INUN
indiff,Indeterminable: undiff.,INUN
Adianthum,Indeterminable: unknown,INUN
Alnus+Carpinus+Salix+Tsuga,Indeterminable: unknown,INUN
Althaenia,Indeterminable: unknown,INUN
Aquatic remains unidentified,Indeterminable: unknown,INUN
Aquatics,Indeterminable: unknown,INUN
Aroos daryaee,Indeterminable: unknown,INUN
Artemisia+Chenopodiaceae,Indeterminable: unknown,INUN
Arthrop. Mandible,Indeterminable: unknown,INUN
Asclepiadaceae,Indeterminable: unknown,INUN
Asparagus cf.,Indeterminable: unknown,INUN
Betula/Carpinus,Indeterminable: unknown,TRSH
Cardiaceae,Indeterminable: unknown,NOPO
Carpinus+Corylus,Indeterminable: unknown,INUN
Carya remaniés,Indeterminable: unknown,INUN
Carya+Rhodomyrtus,Indeterminable: unknown,INUN
Castanopsis+Helicia++Palmae+Syzygium,Indeterminable: unknown,INUN
Castanopsis+Helicia+Palmae,Indeterminable: unknown,INUN
Cfr Ligustrum,Indeterminable: unknown,INUN
Cfr Utricularia,Indeterminable: unknown,INUN
Chenopodiaceae+Compositae,Indeterminable: unknown,INUN
Chingiacanthus,Indeterminable: unknown,INUN
Citrus cf.,Indeterminable: unknown,INUN
Convolvulaceae+Euphorbiaceae+Sedum,Indeterminable: unknown,INUN
Cornus sanguinea cf.,Indeterminable: unknown,INUN
Corylus+Ostrya,Indeterminable: unknown,INUN
Cruciferae+Umbelliferae,Indeterminable: unknown,INUN
Curved parasite,Indeterminable: unknown,INUN
Damaged/indeterminable,Indeterminable: unknown,INUN
Echinocaulon-Persicaria,Indeterminable: unknown,INUN
Ericaceae remaniés,Indeterminable: unknown,INUN
Euphorbia+Osmanthus,Indeterminable: unknown,INUN
Fenestrate undifferentiated,Indeterminable: unknown,INUN
Flamula-type,Indeterminable: unknown,HERB
Gastrop. Mandible,Indeterminable: unknown,INUN
Globose,Indeterminable: unknown,INUN
Grains indéterm,Indeterminable: unknown,INUN
Halophytes,Indeterminable: unknown,INUN
HdV 112,Indeterminable: unknown,INUN
HdV 128B,Indeterminable: unknown,INUN
HdV 207 Glomus cf. fasciculatum,Indeterminable: unknown,INUN
HdV 44 Ustulina deusta,Indeterminable: unknown,INUN
HdV 569,Indeterminable: unknown,INUN
HdV 8b,Indeterminable: unknown,INUN
Helicia+Syzygium+Palmae,Indeterminable: unknown,INUN
Herbs,Indeterminable: unknown,INUN
Herbs undiff.,Indeterminable: unknown,INUN
Ideterminable grains,Indeterminable: unknown,INUN
"Inaperturate,echinate grain",Indeterminable: unknown,INUN
Incertae sedis 5b,Indeterminable: unknown,INUN
Incertae sedis 5d,Indeterminable: unknown,INUN
Indet.,Indeterminable: unknown,INUN
Indet. clumps,Indeterminable: unknown,INUN
Indeterm,Indeterminable: unknown,INUN
Indetermin,Indeterminable: unknown,INUN
Indeterminable,Indeterminable: unknown,INUN
Indeterminable grains,Indeterminable: unknown,INUN
Indeterminable: unidentified,Indeterminable: unknown,INUN
Indeterminable: unknown,Indeterminable: unknown,INUN
Indeterminata,Indeterminable: unknown,INUN
Indeterminate,Indeterminable: unknown,INUN
Indeterminated,Indeterminable: unknown,INUN
Indetermines,Indeterminable: unknown,INUN
Indiff.,Indeterminable: unknown,INUN
Indéterminables,Indeterminable: unknown,INUN
Indéterminés,Indeterminable: unknown,INUN
Isoetes cf.,Indeterminable: unknown,INUN
Juglans+Liquidambar,Indeterminable: unknown,INUN
Labiatae+Impatiens+Plantago+Urtica,Indeterminable: unknown,INUN
Leg.,Indeterminable: unknown,INUN
Magnolia+Myrtus,Indeterminable: unknown,INUN
Medicago cf.,Indeterminable: unknown,INUN
Mercurialis cf.,Indeterminable: unknown,INUN
Monocot.,Indeterminable: unknown,INUN
Monocotyledones,Indeterminable: unknown,INUN
NPPlongfin,Indeterminable: unknown,INUN
Not determined,Indeterminable: unknown,INUN
Ostrac. Mandible,Indeterminable: unknown,INUN
Other herbs,Indeterminable: unknown,INUN
Other trees,Indeterminable: unknown,INUN
Other trees and shrubs,Indeterminable: unknown,INUN
Papaver cf.,Indeterminable: unknown,INUN
Pericolpat 42 mkm,Indeterminable: unknown,INUN
Phragmospore undet.,Indeterminable: unknown,INUN
Pinaceae remaniés,Indeterminable: unknown,INUN
Pl.acva,Indeterminable: unknown,INUN
Pollen gen. indet.,Indeterminable: unknown,INUN
Pollen indeterminata,Indeterminable: unknown,INUN
Pollen total,Indeterminable: unknown,INUN
Pollen undiff.,Indeterminable: unknown,INUN
"Pollen, cf. upland herbs",Indeterminable: unknown,INUN
"Pollen, terrestrial",Indeterminable: unknown,INUN
Potaninia,Indeterminable: unknown,INUN
Pyrus/Malus cf.,Indeterminable: unknown,INUN
Remaniés,Indeterminable: unknown,INUN
Rhamnus cf.,Indeterminable: unknown,INUN
Salix+Ulmus,Indeterminable: unknown,INUN
Saxifraga cf.,Indeterminable: unknown,INUN
Senecio cf.,Indeterminable: unknown,INUN
Sp,Indeterminable: unknown,INUN
Spermatophyta,Indeterminable: unknown,INUN
Spores,Indeterminable: unknown,INUN
Spores,Indeterminable: unknown,VACR
Spores indefinite,Indeterminable: unknown,INUN
Spores indeterminata,Indeterminable: unknown,INUN
Subgenus Lycopodium,Indeterminable: unknown,INUN
Sum AP,Indeterminable: unknown,INUN
Tilia+Ulmus,Indeterminable: unknown,INUN
Total pollen,Indeterminable: unknown,INUN
Tracheids,Indeterminable: unknown,INUN
Trees and shrubs,Indeterminable: unknown,INUN
Type x,Indeterminable: unknown,INUN
UNKNOWN,Indeterminable: unknown,INUN
UNKNOWN-POLLEN,Indeterminable: unknown,INUN
UNKNOWN-POLLEN/SPORES,Indeterminable: unknown,INUN
Unbestimmbare,Indeterminable: unknown,INUN
Undefined 3-col.,Indeterminable: unknown,INUN
Undefined 3-col._3-por.,Indeterminable: unknown,INUN
Undefined_spores.,Indeterminable: unknown,INUN
Undeterminable,Indeterminable: unknown,INUN
Unidentified,Indeterminable: unknown,INUN
Unknown,Indeterminable: unknown,INUN
Unknown A,Indeterminable: unknown,INUN
Unknown B,Indeterminable: unknown,INUN
Unknown C Iridaceae?,Indeterminable: unknown,INUN
Unknown D,Indeterminable: unknown,INUN
Unknown Heterocolporate,Indeterminable: unknown,INUN
Unknown Large reticulate inaperaturate,Indeterminable: unknown,INUN
Unknown pollen,Indeterminable: unknown,INUN
Unknown small tricolporate oblate 16.8M,Indeterminable: unknown,INUN
Unknown spore,Indeterminable: unknown,INUN
Unknown spore(s),Indeterminable: unknown,INUN
Unknown triporae reticulate,Indeterminable: unknown,INUN
Valeriana cf.,Indeterminable: unknown,INUN
Varia,Indeterminable: unknown,INUN
Verbascumcf.,Indeterminable: unknown,INUN
Xunknown,Indeterminable: unknown,INUN
cf Plumbago,Indeterminable: unknown,INUN
cf juncus,Indeterminable: unknown,INUN
cf. Adonis,Indeterminable: unknown,INUN
cf. Aerva,Indeterminable: unknown,INUN
cf. Althaenia,Indeterminable: unknown,INUN
cf. Anagallis-type,Indeterminable: unknown,INUN
cf. Capparis,Indeterminable: unknown,INUN
cf. Castanea,Indeterminable: unknown,INUN
cf. Casuarina,Indeterminable: unknown,INUN
cf. Ceratonia,Indeterminable: unknown,INUN
cf. Cytisus,Indeterminable: unknown,INUN
cf. Daphne,Indeterminable: unknown,INUN
cf. Ephedra,Indeterminable: unknown,INUN
cf. Euphorbia,Indeterminable: unknown,INUN
cf. Fraxinus,Indeterminable: unknown,INUN
cf. Galeopsis,Indeterminable: unknown,INUN
cf. Genista,Indeterminable: unknown,INUN
cf. Hamamelidaceae,Indeterminable: unknown,INUN
cf. Iris,Indeterminable: unknown,INUN
cf. Juniperus,Indeterminable: unknown,INUN
cf. Larix-type,Indeterminable: unknown,INUN
cf. Liliaceae,Indeterminable: unknown,INUN
cf. Limosella aquatica,Indeterminable: unknown,INUN
cf. Littorella,Indeterminable: unknown,INUN
cf. Lonicera,Indeterminable: unknown,INUN
cf. Malvaceae,Indeterminable: unknown,INUN
cf. Melilotus,Indeterminable: unknown,INUN
cf. Mesembryanthemum,Indeterminable: unknown,INUN
cf. Myricaria,Indeterminable: unknown,INUN
cf. Olea,Indeterminable: unknown,INUN
cf. Orchidaceae,Indeterminable: unknown,INUN
cf. Papaver radicatum,Indeterminable: unknown,INUN
cf. Papaveraceae,Indeterminable: unknown,INUN
cf. Pedicularis,Indeterminable: unknown,INUN
cf. Platanus,Indeterminable: unknown,INUN
cf. Primula,Indeterminable: unknown,INUN
cf. Pterocarya,Indeterminable: unknown,INUN
cf. Pyrus,Indeterminable: unknown,INUN
cf. Reseda lutea-type,Indeterminable: unknown,INUN
cf. Restionaceae,Indeterminable: unknown,INUN
cf. Ribes,Indeterminable: unknown,INUN
cf. Saussurea,Indeterminable: unknown,INUN
cf. Saxifraga stellaris,Indeterminable: unknown,INUN
cf. Sedum,Indeterminable: unknown,INUN
cf. Sedum-type,Indeterminable: unknown,INUN
cf. Succisa,Indeterminable: unknown,INUN
cf. Tamus,Indeterminable: unknown,INUN
cf. Valeriana,Indeterminable: unknown,INUN
cf. Verbascum,Indeterminable: unknown,INUN
cf. Viscum,Indeterminable: unknown,INUN
cf. Vitis,Indeterminable: unknown,INUN
cf. Xanthium-type,Indeterminable: unknown,INUN
cf. Ziziphus,Indeterminable: unknown,INUN
indef._pollen,Indeterminable: unknown,INUN
indet,Indeterminable: unknown,INUN
indet.,Indeterminable: unknown,INUN
indet. Pollen,Indeterminable: unknown,INUN
indiff,Indeterminable: unknown,INUN
other herbs,Indeterminable: unknown,INUN
pollen s vypuklymi porami,Indeterminable: unknown,INUN
scalariform perforation plate,Indeterminable: unknown,INUN
sum total,Indeterminable: unknown,INUN
unidentified,Indeterminable: unknown,INUN
unknown,Indeterminable: unknown,INUN
varia,Indeterminable: unknown,INUN
cf. Castanea,Indeterminable: unknown	Indeterminable: unknown,INUN
cf. Fagus,Indeterminable: unknown	Indeterminable: unknown,INUN
Resti insetti,Insect: remains,INVE
Inula,Inula,HERB
Inula-type,Inula,HERB
Artropod,Invertebrata,INVE
Iris,Iris,HERB
Iris-type,Iris,HERB
Iris humilis,Iris humilis,HERB
Iris pseudacorus,Iris pseudacorus-type,HERB
Iris pseudacorus-type,Iris pseudacorus-type,HERB
ISOETES,Isoetes,AQPT
Isoete spore(s),Isoetes,AQPT
Isoetes,Isoetes,AQPT
Isoetes undiff.,Isoetes,AQPT
Isoetes echinospora,Isoetes echinospora,AQPT
Isoetes setacea,Isoetes echinospora,AQPT
Isoetes lacustris,Isoetes lacustris,AQPT
Isoëtes,Isoëtes,AQVP
Itea,Itea,TRSH
Ixeris,Ixeris,HERB
Jasione,Jasione montana-type,HERB
Jasione montana,Jasione montana-type,HERB
Jasione typ,Jasione montana-type,HERB
Jasione-type,Jasione montana-type,HERB
Jasminum,Jasminum,TRSH
Jasminum t.,Jasminum,TRSH
Jasminum-type,Jasminum,TRSH
Jasminum fruticans,Jasminum fruticans,HERB
Juglandaceae,Juglandaceae,TRSH
Juglans-Pterocarya,Juglandaceae,TRSH
Pterocarya-Juglans,Juglandaceae,TRSH
JUGLANS,Juglans,TRSH
Juglans,Juglans,TRSH
Juglans-type,Juglans,TRSH
Juglans nigra,Juglans nigra,TRSH
Juglans regia,Juglans regia,TRSH
Juglans regia type,Juglans regia,TRSH
Juncaceae,Juncaceae,HERB
Juncus,Juncaceae,HERB
LUZULA,Juncaceae,HERB
Luzula,Juncaceae,HERB
Juncus Samenfragment,Juncus: seed,MACR
Juniperus,Juniperus communis-type,TRSH
Juniperus communis,Juniperus communis-type,TRSH
Juniperus communis-type,Juniperus communis-type,TRSH
Juniperus excelsa/J. oxycedrus,Juniperus oxycedrus-type,TRSH
Juniperus oxycedrus-type,Juniperus oxycedrus-type,TRSH
Juniperus sabina,Juniperus sabina,TRSH
CUPRESSUS,Juniperus-type,TRSH
Cupressaceae,Juniperus-type,TRSH
Cupressaceae type,Juniperus-type,TRSH
Cupressus,Juniperus-type,TRSH
Cupressus type,Juniperus-type,TRSH
Cupressus+Juniperus,Juniperus-type,TRSH
Cupressus-type,Juniperus-type,TRSH
JUNIPERUS,Juniperus-type,TRSH
Juniperus,Juniperus-type,TRSH
Juniperus t.,Juniperus-type,TRSH
Juniperus type,Juniperus-type,TRSH
Juniperus-type,Juniperus-type,TRSH
Juniperus/Cupressaceae,Juniperus-type,TRSH
Sabina,Juniperus-type,TRSH
Taxodiaceae,Juniperus-type,TRSH
Taxodiaceae/Cupressaceae/Taxaceae,Juniperus-type,TRSH
Taxodium,Juniperus-type,TRSH
Juniperus Stomata,Juniperus: stomata,VEMI
Juniperus: stomata,Juniperus: stomata,VEMI
Juniperus: stomata,Juniperus: stomata,MACR
Justica,Justicia,HERB
Justicia,Justicia,HERB
Rostellularia,Justicia,HERB
Kandelia,Kandelia,TRSH
Kandelia-candel,Kandelia candel,TRSH
Schulzia,Karnataka,UPHE
KETEELERIA,Keteeleria,TRSH
Keteleeria,Keteleeria,TRSH
Kleinhovia,Kleinhovia,TRSH
Knautia,Knautia,HERB
Knautia arvensis,Knautia,HERB
Knautia arvensis type,Knautia,HERB
Knautia-type,Knautia,HERB
Knorringia,Knorringia,HERB
Koelreuteria,Koelreuteria,TRSH
Koenigia,Koenigia islandica,HERB
Koenigia islandica,Koenigia islandica,HERB
Ceratoides,Krascheninnikovia,UPHE
Kretzschamria deusta (fungi),Kretzschamria deusta (fungi),FUNG
Labiatae (6),Labiatae (6),HERB
Laburnum anagyroides,Laburnum anagyroides,TRSH
Laburnum,Laburnum-type,TRSH
Asteraceae lactuceae type,Lactuca-type,HERB
Lactuca,Lactuca-type,HERB
Lactuca sativa-type,Lactuca-type,HERB
Lactuca-type,Lactuca-type,HERB
Lagerstroemia,Lagerstroemia,TRSH
LABIATAE,Lamiaceae,HERB
LAMIACEAE,Lamiaceae,HERB
Labiata,Lamiaceae,HERB
Labiatae,Lamiaceae,HERB
Labiatae (3),Lamiaceae,HERB
Labiatae cf. Lamium,Lamiaceae,HERB
Labiatae undiff.,Lamiaceae,HERB
Lamiaceae,Lamiaceae,HERB
Lamiaceae (6-colpate),Lamiaceae,HERB
Lamiaceae indet.,Lamiaceae,HERB
Lamiaceae undiff.,Lamiaceae,HERB
Mentha/Salvia-type,Lamiaceae,HERB
Lamiaceae (hexacolpate),Lamiaceae (hexacolpate),HERB
Lamiaceae 6-colpate,Lamiaceae (hexacolpate),HERB
Lamium,Lamium album-type,HERB
Lamium album-Typ,Lamium album-type,HERB
Lamium album-type,Lamium album-type,HERB
Lamium-type,Lamium album-type,HERB
Lannea,Lannea,TRSH
Lardizabalaceae,Lardizabalaceae,LIAN
Larix dahurica,Larix dahurica,TRSH
Larix,Larix/Pseudo,TRSH
LARIX,Larix/Pseudotsuga,TRSH
Larix,Larix/Pseudotsuga,TRSH
Larix  decidua T,Larix/Pseudotsuga,TRSH
Larix  decidua-type,Larix/Pseudotsuga,TRSH
Larix decidua,Larix/Pseudotsuga,TRSH
Larix decidua T,Larix/Pseudotsuga,TRSH
Larix decidua-type,Larix/Pseudotsuga,TRSH
Larix sibirica,Larix/Pseudotsuga,TRSH
Larix type,Larix/Pseudotsuga,TRSH
Larix/Pseudotsuga,Larix/Pseudotsuga,TRSH
Pseudolarix,Larix/Pseudotsuga,TRSH
Pseudotsuga,Larix/Pseudotsuga,TRSH
Pseudotsuga douglasii,Larix/Pseudotsuga,TRSH
Larix: stomata,Larix: stomata,MACR
Larix: stomata,Larix: stomata,VEMI
Laserpitium latifolium-type,Laserpitium latifolium-type,HERB
Laserpitium prutenicum,Laserpitium prutenicum,HERB
Lasiosphaeria sp. (Type HdV-63C),Lasiosphaeria sp. (Type HdV-63C),FUNG
Fabaceae lathyrus type,Lathyrus-type,HERB
Lathyrus,Lathyrus-type,HERB
Lathyrus japonicus,Lathyrus-type,HERB
Lathyrus t.,Lathyrus-type,HERB
Lathyrus tp.,Lathyrus-type,HERB
Lathyrus undiff.,Lathyrus-type,HERB
Lathyrus-type,Lathyrus-type,HERB
Lathyrus/Vicia,Lathyrus/Vicia-type,HERB
Lathyrus/Vicia-type,Lathyrus/Vicia-type,HERB
Vicia-type,Lathyrus/Vicia-type,HERB
Vicia/Lathyrus,Lathyrus/Vicia-type,HERB
Vicia/Lathyrus-type,Lathyrus/Vicia-type,HERB
Viciaceae,Lathyrus/Vicia-type,HERB
